Student Code,State,Started on,Completed,Time taken,Grade/10.00,Q. 1 /2.00,Q. 2 /2.00,Q. 3 /2.00,Q. 4 /2.00,Q. 5 /2.00
5261,Finished,28 February 2024  8:07 PM,28 February 2024  8:10 PM,2 mins 46 secs,6.00,0.00,2.00,2.00,0.00,2.00
5128,Finished,28 February 2024  10:01 PM,28 February 2024  10:06 PM,5 mins 3 secs,4.00,0.00,2.00,2.00,0.00,0.00
5168,Finished,29 February 2024  1:37 AM,29 February 2024  1:39 AM,2 mins 15 secs,2.00,0.00,2.00,0.00,0.00,0.00
5157,Finished,29 February 2024  3:59 AM,29 February 2024  4:05 AM,5 mins 45 secs,4.00,0.00,2.00,2.00,0.00,0.00
5200,Finished,29 February 2024  10:30 AM,2 March 2024  10:51 AM,2 days,4.00,0.00,2.00,2.00,0.00,0.00
5132,Finished,29 February 2024  11:25 AM,29 February 2024  11:30 AM,5 mins 33 secs,2.00,0.00,0.00,0.00,-,2.00
5133,Finished,29 February 2024  11:50 AM,29 February 2024  11:54 AM,4 mins 49 secs,2.00,0.00,2.00,0.00,0.00,0.00
5154,Finished,29 February 2024  11:52 AM,29 February 2024  11:55 AM,2 mins 54 secs,0.00,0.00,0.00,0.00,0.00,0.00
5139,Finished,29 February 2024  12:15 PM,29 February 2024  12:34 PM,19 mins 38 secs,2.00,0.00,2.00,0.00,0.00,0.00
5189,Finished,29 February 2024  1:55 PM,29 February 2024  2:07 PM,11 mins 30 secs,4.00,0.00,0.00,2.00,0.00,2.00
5130,Finished,29 February 2024  4:56 PM,29 February 2024  5:06 PM,10 mins 2 secs,4.00,0.00,2.00,2.00,0.00,0.00
5184,Finished,29 February 2024  4:59 PM,29 February 2024  5:13 PM,14 mins 18 secs,2.00,0.00,2.00,0.00,0.00,0.00
5139,Finished,29 February 2024  7:32 PM,29 February 2024  7:59 PM,26 mins 39 secs,4.00,2.00,2.00,0.00,0.00,0.00
5131,Finished,29 February 2024  8:13 PM,29 February 2024  8:29 PM,15 mins 50 secs,4.00,0.00,2.00,2.00,0.00,0.00
5184,Finished,29 February 2024  8:37 PM,29 February 2024  9:45 PM,1 hour 7 mins,6.00,2.00,2.00,2.00,0.00,0.00
5132,Finished,29 February 2024  9:33 PM,29 February 2024  9:45 PM,12 mins 4 secs,4.00,0.00,0.00,2.00,0.00,2.00
5337,Finished,1 March 2024  5:43 AM,1 March 2024  5:44 AM,1 min 30 secs,2.00,0.00,2.00,0.00,0.00,0.00
5145,Finished,1 March 2024  8:12 AM,1 March 2024  8:20 AM,8 mins 8 secs,0.00,0.00,0.00,0.00,0.00,0.00
5389,Finished,1 March 2024  9:14 AM,1 March 2024  9:17 AM,3 mins 35 secs,0.00,0.00,0.00,0.00,0.00,0.00
5135,Finished,1 March 2024  9:28 AM,1 March 2024  9:32 AM,3 mins 21 secs,8.00,2.00,2.00,2.00,2.00,0.00
5154,Finished,1 March 2024  9:37 AM,1 March 2024  10:05 AM,27 mins 28 secs,4.00,0.00,2.00,2.00,0.00,0.00
5134,Finished,1 March 2024  11:29 AM,1 March 2024  11:31 AM,2 mins 7 secs,2.00,0.00,2.00,0.00,0.00,0.00
5133,Finished,1 March 2024  11:59 AM,1 March 2024  12:03 PM,3 mins 19 secs,4.00,0.00,2.00,2.00,0.00,0.00
5156,Finished,1 March 2024  2:13 PM,1 March 2024  2:17 PM,4 mins 26 secs,2.00,2.00,0.00,0.00,0.00,0.00
5134,Finished,1 March 2024  2:26 PM,1 March 2024  2:32 PM,5 mins 31 secs,4.00,0.00,2.00,2.00,0.00,0.00
5136,Finished,1 March 2024  5:21 PM,1 March 2024  5:37 PM,15 mins 28 secs,4.00,0.00,2.00,0.00,-,2.00
5146,Finished,1 March 2024  6:34 PM,1 March 2024  6:41 PM,6 mins 53 secs,2.00,0.00,2.00,0.00,0.00,0.00
5182,Finished,1 March 2024  7:14 PM,1 March 2024  7:29 PM,14 mins 23 secs,0.00,0.00,0.00,0.00,0.00,0.00
5146,Finished,1 March 2024  10:07 PM,1 March 2024  10:09 PM,2 mins 15 secs,0.00,0.00,0.00,0.00,0.00,0.00
5137,Finished,1 March 2024  10:44 PM,1 March 2024  10:57 PM,13 mins 3 secs,6.00,0.00,2.00,2.00,0.00,2.00
5146,Finished,2 March 2024  1:49 AM,2 March 2024  1:50 AM,1 min 32 secs,8.00,2.00,2.00,2.00,0.00,2.00
5478,Finished,2 March 2024  7:30 AM,2 March 2024  7:33 AM,2 mins 40 secs,6.00,2.00,2.00,2.00,0.00,0.00
5179,Finished,2 March 2024  7:32 AM,2 March 2024  7:34 AM,1 min 53 secs,2.00,0.00,0.00,0.00,0.00,2.00
5389,Finished,2 March 2024  9:53 AM,2 March 2024  9:59 AM,6 mins 6 secs,4.00,2.00,2.00,0.00,0.00,0.00
5179,Finished,2 March 2024  12:10 PM,2 March 2024  12:11 PM,37 secs,0.00,0.00,0.00,0.00,-,0.00
5152,Finished,2 March 2024  2:24 PM,2 March 2024  2:30 PM,5 mins 19 secs,4.00,0.00,2.00,2.00,0.00,0.00
5148,Finished,2 March 2024  2:30 PM,2 March 2024  2:38 PM,7 mins 27 secs,4.00,2.00,0.00,2.00,0.00,0.00
5245,Finished,2 March 2024  5:18 PM,2 March 2024  5:23 PM,4 mins 43 secs,4.00,0.00,2.00,2.00,0.00,0.00
5159,Finished,2 March 2024  6:51 PM,2 March 2024  6:54 PM,2 mins 31 secs,0.00,0.00,0.00,0.00,0.00,0.00
5145,Finished,2 March 2024  8:02 PM,2 March 2024  8:06 PM,4 mins 31 secs,4.00,0.00,2.00,2.00,0.00,0.00
5177,Finished,2 March 2024  9:25 PM,2 March 2024  9:35 PM,9 mins 59 secs,0.00,0.00,0.00,0.00,0.00,0.00
5312,Finished,3 March 2024  12:20 AM,3 March 2024  12:27 AM,7 mins 2 secs,0.00,0.00,0.00,0.00,0.00,0.00
5162,Finished,3 March 2024  8:18 AM,3 March 2024  8:20 AM,1 min 55 secs,2.00,0.00,0.00,0.00,0.00,2.00
5164,Finished,3 March 2024  9:32 AM,3 March 2024  9:35 AM,3 mins 11 secs,2.00,0.00,2.00,0.00,0.00,0.00
5150,Finished,3 March 2024  11:16 AM,3 March 2024  11:21 AM,5 mins 8 secs,6.00,2.00,0.00,2.00,0.00,2.00
5162,Finished,3 March 2024  11:50 AM,3 March 2024  11:52 AM,2 mins 5 secs,0.00,0.00,0.00,0.00,0.00,0.00
5151,Finished,3 March 2024  11:56 AM,3 March 2024  12:01 PM,5 mins 19 secs,0.00,0.00,0.00,0.00,0.00,0.00
5389,Finished,3 March 2024  12:02 PM,3 March 2024  12:07 PM,4 mins 58 secs,6.00,2.00,2.00,2.00,0.00,0.00
5158,Finished,3 March 2024  1:12 PM,3 March 2024  1:24 PM,11 mins 26 secs,0.00,0.00,0.00,0.00,0.00,0.00
5151,Finished,3 March 2024  2:45 PM,3 March 2024  2:53 PM,7 mins 48 secs,4.00,0.00,2.00,2.00,0.00,0.00
5158,Finished,3 March 2024  3:29 PM,3 March 2024  3:45 PM,16 mins 5 secs,6.00,2.00,2.00,2.00,0.00,0.00
5160,Finished,3 March 2024  5:02 PM,3 March 2024  5:10 PM,8 mins 7 secs,0.00,0.00,0.00,0.00,0.00,0.00
5312,Finished,3 March 2024  7:32 PM,3 March 2024  7:48 PM,16 mins 9 secs,6.00,2.00,2.00,2.00,0.00,0.00
5155,Finished,3 March 2024  7:35 PM,3 March 2024  7:43 PM,7 mins 25 secs,0.00,0.00,0.00,0.00,0.00,-
5160,Finished,3 March 2024  7:46 PM,3 March 2024  7:47 PM,51 secs,4.00,0.00,2.00,2.00,0.00,0.00
5176,Finished,3 March 2024  8:42 PM,3 March 2024  8:56 PM,14 mins 22 secs,2.00,0.00,2.00,0.00,0.00,0.00
5164,Finished,3 March 2024  11:01 PM,3 March 2024  11:03 PM,1 min 41 secs,4.00,0.00,2.00,2.00,0.00,0.00
5155,Finished,3 March 2024  11:59 PM,4 March 2024  3:26 PM,15 hours 27 mins,4.00,0.00,2.00,2.00,0.00,0.00
5177,Finished,4 March 2024  5:38 AM,4 March 2024  5:40 AM,1 min 53 secs,4.00,0.00,2.00,2.00,0.00,0.00
5156,Finished,4 March 2024  10:14 AM,4 March 2024  10:21 AM,7 mins 13 secs,4.00,2.00,2.00,0.00,0.00,0.00
5159,Finished,4 March 2024  4:16 PM,4 March 2024  4:19 PM,2 mins 52 secs,0.00,0.00,0.00,0.00,0.00,0.00
6238,Finished,4 March 2024  8:21 PM,6 April 2024  2:12 AM,32 days 5 hours,0.00,0.00,0.00,0.00,0.00,0.00
5161,Finished,4 March 2024  9:16 PM,4 March 2024  9:20 PM,3 mins 52 secs,0.00,0.00,0.00,0.00,0.00,0.00
5161,Finished,4 March 2024  11:39 PM,4 March 2024  11:46 PM,6 mins 47 secs,6.00,2.00,2.00,2.00,0.00,0.00
5159,Finished,5 March 2024  12:21 AM,5 March 2024  12:22 AM,1 min 52 secs,6.00,2.00,2.00,0.00,0.00,2.00
5453,Finished,5 March 2024  8:18 AM,5 March 2024  8:22 AM,4 mins 13 secs,0.00,0.00,0.00,0.00,0.00,0.00
5197,Finished,5 March 2024  10:07 AM,5 March 2024  10:23 AM,15 mins 30 secs,0.00,0.00,0.00,0.00,0.00,0.00
5163,Finished,5 March 2024  10:08 AM,5 March 2024  10:15 AM,7 mins 8 secs,0.00,0.00,0.00,0.00,-,0.00
5169,Finished,5 March 2024  10:41 AM,6 March 2024  9:09 AM,22 hours 27 mins,4.00,0.00,2.00,2.00,0.00,0.00
5197,Finished,5 March 2024  12:23 PM,5 March 2024  12:28 PM,4 mins 22 secs,4.00,0.00,2.00,2.00,0.00,0.00
5165,Finished,5 March 2024  12:40 PM,5 March 2024  12:42 PM,1 min 4 secs,4.00,0.00,2.00,2.00,0.00,0.00
5163,Finished,5 March 2024  1:28 PM,5 March 2024  1:30 PM,1 min 40 secs,2.00,2.00,0.00,0.00,-,0.00
5176,Finished,5 March 2024  1:52 PM,5 March 2024  2:22 PM,30 mins 4 secs,4.00,2.00,2.00,0.00,0.00,0.00
5171,Finished,5 March 2024  1:56 PM,5 March 2024  2:00 PM,3 mins 44 secs,0.00,0.00,0.00,0.00,0.00,0.00
5163,Finished,5 March 2024  4:43 PM,5 March 2024  4:44 PM,42 secs,6.00,2.00,2.00,2.00,-,0.00
5162,Finished,5 March 2024  5:19 PM,5 March 2024  5:32 PM,13 mins 49 secs,4.00,0.00,2.00,2.00,0.00,0.00
5174,Finished,5 March 2024  6:07 PM,5 March 2024  6:12 PM,5 mins 10 secs,4.00,0.00,2.00,2.00,0.00,0.00
5192,Finished,5 March 2024  8:10 PM,5 March 2024  8:15 PM,4 mins 29 secs,4.00,0.00,2.00,0.00,2.00,0.00
5171,Finished,5 March 2024  8:14 PM,5 March 2024  8:16 PM,2 mins 40 secs,0.00,0.00,0.00,0.00,0.00,0.00
5391,Finished,5 March 2024  8:38 PM,5 March 2024  8:40 PM,1 min 48 secs,2.00,0.00,0.00,2.00,-,0.00
5171,Finished,5 March 2024  11:28 PM,5 March 2024  11:34 PM,5 mins 56 secs,0.00,0.00,0.00,0.00,0.00,0.00
5255,Finished,6 March 2024  9:26 AM,6 March 2024  9:39 AM,12 mins 27 secs,4.00,2.00,2.00,0.00,0.00,0.00
5171,Finished,6 March 2024  1:11 PM,6 March 2024  1:13 PM,1 min 25 secs,4.00,2.00,2.00,0.00,0.00,0.00
5167,Finished,6 March 2024  2:06 PM,6 March 2024  2:28 PM,21 mins 43 secs,2.00,0.00,0.00,0.00,0.00,2.00
5208,Finished,6 March 2024  3:55 PM,6 March 2024  4:08 PM,12 mins 59 secs,4.00,0.00,2.00,2.00,0.00,0.00
5167,Finished,6 March 2024  4:48 PM,6 March 2024  4:51 PM,3 mins 12 secs,0.00,0.00,0.00,0.00,0.00,0.00
5199,Finished,6 March 2024  6:34 PM,6 March 2024  6:40 PM,5 mins 40 secs,2.00,2.00,0.00,0.00,0.00,0.00
5167,Finished,6 March 2024  6:52 PM,6 March 2024  6:57 PM,5 mins 4 secs,2.00,2.00,0.00,0.00,0.00,0.00
5983,Finished,6 March 2024  8:00 PM,6 March 2024  8:03 PM,2 mins 38 secs,2.00,0.00,2.00,0.00,-,0.00
5168,Finished,6 March 2024  10:14 PM,6 March 2024  10:22 PM,8 mins 3 secs,4.00,0.00,2.00,2.00,0.00,0.00
5199,Finished,6 March 2024  10:16 PM,6 March 2024  10:17 PM,1 min 24 secs,6.00,2.00,2.00,2.00,0.00,0.00
5223,Finished,6 March 2024  11:14 PM,6 March 2024  11:35 PM,20 mins 22 secs,6.00,2.00,2.00,2.00,0.00,0.00
5337,Finished,7 March 2024  4:08 AM,7 March 2024  4:11 AM,2 mins 51 secs,0.00,0.00,0.00,0.00,0.00,0.00
5337,Finished,7 March 2024  6:19 AM,7 March 2024  6:20 AM,52 secs,2.00,0.00,2.00,0.00,0.00,0.00
5182,Finished,7 March 2024  7:37 AM,7 March 2024  7:57 AM,20 mins 27 secs,2.00,0.00,0.00,2.00,0.00,0.00
5208,Finished,7 March 2024  9:13 AM,7 March 2024  3:01 PM,5 hours 47 mins,8.00,2.00,2.00,2.00,0.00,2.00
6020,Finished,7 March 2024  10:32 AM,7 March 2024  10:36 AM,3 mins 41 secs,2.00,0.00,0.00,2.00,0.00,0.00
5182,Finished,7 March 2024  10:57 AM,7 March 2024  11:02 AM,4 mins 49 secs,6.00,2.00,2.00,2.00,0.00,0.00
5167,Finished,7 March 2024  11:15 AM,7 March 2024  11:17 AM,2 mins 7 secs,4.00,0.00,2.00,0.00,0.00,2.00
5175,Finished,7 March 2024  11:28 AM,7 March 2024  11:31 AM,2 mins 58 secs,2.00,0.00,2.00,0.00,-,0.00
5183,Finished,7 March 2024  12:40 PM,7 March 2024  12:46 PM,5 mins 50 secs,2.00,0.00,0.00,0.00,0.00,2.00
5172,Finished,7 March 2024  1:09 PM,7 March 2024  1:25 PM,15 mins 9 secs,0.00,0.00,0.00,0.00,0.00,0.00
5175,Finished,7 March 2024  1:44 PM,7 March 2024  1:44 PM,26 secs,2.00,0.00,2.00,0.00,-,0.00
5194,Finished,7 March 2024  2:34 PM,7 March 2024  2:58 PM,24 mins 12 secs,4.00,0.00,2.00,2.00,0.00,0.00
5182,Finished,7 March 2024  2:43 PM,7 March 2024  2:45 PM,1 min 55 secs,8.00,2.00,2.00,2.00,0.00,2.00
5175,Finished,7 March 2024  3:45 PM,7 March 2024  3:45 PM,25 secs,2.00,0.00,2.00,0.00,-,0.00
5175,Finished,7 March 2024  5:46 PM,7 March 2024  5:46 PM,27 secs,8.00,2.00,2.00,2.00,-,2.00
5170,Finished,7 March 2024  9:03 PM,7 March 2024  9:07 PM,4 mins 3 secs,4.00,0.00,2.00,0.00,2.00,0.00
5182,Finished,7 March 2024  10:12 PM,7 March 2024  10:16 PM,4 mins 50 secs,8.00,2.00,2.00,2.00,0.00,2.00
5171,In progress,7 March 2024  11:14 PM,-,-,-,-,-,-,-,-
5337,Finished,8 March 2024  3:38 AM,8 March 2024  3:43 AM,4 mins 50 secs,2.00,0.00,2.00,0.00,0.00,0.00
5216,Finished,8 March 2024  6:11 AM,8 March 2024  6:15 AM,4 mins 41 secs,0.00,0.00,0.00,0.00,0.00,0.00
5196,Finished,8 March 2024  6:17 AM,8 March 2024  6:32 AM,15 mins 15 secs,2.00,0.00,0.00,2.00,0.00,0.00
5206,Finished,8 March 2024  8:48 AM,8 March 2024  8:59 AM,11 mins 2 secs,2.00,0.00,0.00,2.00,0.00,0.00
5183,Finished,8 March 2024  8:58 AM,8 March 2024  9:00 AM,1 min 49 secs,8.00,2.00,2.00,2.00,0.00,2.00
5172,Finished,8 March 2024  9:48 AM,8 March 2024  9:50 AM,2 mins 41 secs,4.00,0.00,2.00,0.00,2.00,0.00
5255,Finished,8 March 2024  9:55 AM,8 March 2024  9:56 AM,1 min 39 secs,10.00,2.00,2.00,2.00,2.00,2.00
6020,Finished,8 March 2024  10:04 AM,8 March 2024  10:41 AM,36 mins 38 secs,4.00,0.00,2.00,2.00,0.00,0.00
5181,Finished,8 March 2024  10:39 AM,8 March 2024  10:45 AM,5 mins 17 secs,2.00,0.00,2.00,0.00,0.00,0.00
5206,Finished,8 March 2024  11:00 AM,8 March 2024  11:01 AM,1 min 12 secs,6.00,2.00,2.00,0.00,0.00,2.00
5232,Finished,8 March 2024  11:47 AM,8 March 2024  12:19 PM,32 mins 30 secs,0.00,0.00,0.00,0.00,0.00,0.00
5185,Finished,8 March 2024  1:49 PM,8 March 2024  2:11 PM,21 mins 50 secs,6.00,2.00,2.00,0.00,0.00,2.00
5232,Finished,8 March 2024  2:52 PM,8 March 2024  3:06 PM,13 mins 20 secs,2.00,0.00,2.00,0.00,0.00,0.00
5187,Finished,8 March 2024  3:54 PM,8 March 2024  3:55 PM,1 min 10 secs,4.00,0.00,2.00,0.00,0.00,2.00
5232,Finished,8 March 2024  8:11 PM,8 March 2024  8:17 PM,5 mins 51 secs,4.00,0.00,2.00,2.00,0.00,0.00
5178,Finished,8 March 2024  9:05 PM,8 March 2024  9:13 PM,7 mins 46 secs,4.00,2.00,0.00,2.00,0.00,0.00
5181,Finished,8 March 2024  9:11 PM,8 March 2024  9:17 PM,6 mins 27 secs,2.00,0.00,2.00,0.00,0.00,0.00
5196,Finished,9 March 2024  5:29 AM,9 March 2024  5:54 AM,25 mins 2 secs,6.00,0.00,2.00,2.00,0.00,2.00
5179,Finished,9 March 2024  6:59 AM,9 March 2024  6:59 AM,36 secs,6.00,2.00,0.00,2.00,0.00,2.00
5181,Finished,9 March 2024  7:49 AM,9 March 2024  7:51 AM,1 min 51 secs,6.00,2.00,2.00,2.00,0.00,0.00
5193,Finished,9 March 2024  12:16 PM,9 March 2024  12:20 PM,4 mins 14 secs,6.00,0.00,2.00,2.00,0.00,2.00
5186,Finished,9 March 2024  12:24 PM,9 March 2024  12:41 PM,17 mins 32 secs,2.00,0.00,2.00,0.00,0.00,0.00
5186,Finished,9 March 2024  2:44 PM,9 March 2024  2:48 PM,3 mins 52 secs,2.00,0.00,2.00,0.00,0.00,0.00
5331,Finished,9 March 2024  4:22 PM,9 March 2024  4:28 PM,5 mins 56 secs,2.00,0.00,0.00,2.00,0.00,0.00
5186,Finished,9 March 2024  5:25 PM,9 March 2024  5:28 PM,2 mins 17 secs,0.00,0.00,0.00,0.00,0.00,0.00
5235,Finished,9 March 2024  6:55 PM,9 March 2024  7:07 PM,11 mins 6 secs,0.00,0.00,0.00,0.00,0.00,0.00
5186,Finished,9 March 2024  7:29 PM,9 March 2024  7:31 PM,1 min 12 secs,4.00,0.00,2.00,0.00,0.00,2.00
5201,Finished,9 March 2024  7:38 PM,9 March 2024  7:49 PM,11 mins 22 secs,6.00,2.00,2.00,2.00,0.00,0.00
5415,Finished,9 March 2024  11:05 PM,9 March 2024  11:13 PM,8 mins 8 secs,4.00,0.00,2.00,2.00,0.00,0.00
5649,Finished,10 March 2024  2:39 AM,10 March 2024  3:38 AM,59 mins 6 secs,4.00,0.00,0.00,2.00,2.00,0.00
5453,Finished,10 March 2024  8:11 AM,10 March 2024  8:17 AM,6 mins 3 secs,4.00,0.00,2.00,2.00,0.00,0.00
5207,Finished,10 March 2024  9:46 AM,10 March 2024  10:03 AM,16 mins 26 secs,0.00,0.00,0.00,0.00,0.00,0.00
5235,Finished,10 March 2024  10:53 AM,10 March 2024  11:14 AM,20 mins 35 secs,2.00,0.00,2.00,0.00,0.00,0.00
6072,Finished,10 March 2024  11:05 AM,10 March 2024  11:09 AM,4 mins 14 secs,2.00,0.00,2.00,0.00,0.00,0.00
5190,Finished,10 March 2024  11:52 AM,10 March 2024  11:56 AM,3 mins 51 secs,2.00,0.00,2.00,0.00,0.00,0.00
5191,Finished,10 March 2024  12:58 PM,10 March 2024  1:02 PM,3 mins 21 secs,0.00,0.00,0.00,0.00,0.00,0.00
5235,Finished,10 March 2024  1:49 PM,10 March 2024  1:57 PM,8 mins 16 secs,4.00,2.00,2.00,0.00,0.00,0.00
5190,Finished,10 March 2024  3:02 PM,10 March 2024  3:09 PM,6 mins 23 secs,4.00,0.00,2.00,2.00,0.00,0.00
5191,Finished,10 March 2024  3:22 PM,10 March 2024  3:35 PM,12 mins 35 secs,2.00,0.00,2.00,0.00,0.00,0.00
5183,Finished,10 March 2024  4:02 PM,10 March 2024  4:03 PM,1 min 22 secs,10.00,2.00,2.00,2.00,2.00,2.00
5191,Finished,10 March 2024  5:45 PM,10 March 2024  5:45 PM,47 secs,4.00,2.00,2.00,0.00,-,0.00
5207,Finished,10 March 2024  6:44 PM,10 March 2024  6:54 PM,9 mins 21 secs,6.00,0.00,2.00,2.00,2.00,0.00
6072,Finished,10 March 2024  10:11 PM,10 March 2024  10:15 PM,4 mins 5 secs,4.00,0.00,2.00,2.00,0.00,0.00
5194,Finished,11 March 2024  9:34 AM,11 March 2024  9:44 AM,9 mins 58 secs,8.00,2.00,2.00,2.00,0.00,2.00
5217,Finished,11 March 2024  11:07 AM,11 March 2024  1:30 PM,2 hours 23 mins,6.00,2.00,2.00,2.00,0.00,0.00
5302,Finished,11 March 2024  12:45 PM,11 March 2024  1:08 PM,23 mins 3 secs,0.00,0.00,0.00,0.00,0.00,0.00
5198,Finished,11 March 2024  2:45 PM,11 March 2024  3:17 PM,31 mins 55 secs,4.00,0.00,0.00,2.00,2.00,0.00
5202,Finished,11 March 2024  11:09 PM,11 March 2024  11:36 PM,26 mins 53 secs,4.00,0.00,2.00,2.00,0.00,0.00
5214,Finished,12 March 2024  8:00 AM,12 March 2024  8:08 AM,7 mins 57 secs,0.00,0.00,0.00,0.00,0.00,0.00
5214,Finished,12 March 2024  10:34 AM,12 March 2024  10:41 AM,6 mins 32 secs,0.00,0.00,0.00,0.00,0.00,0.00
5217,Finished,12 March 2024  11:21 AM,12 March 2024  11:45 AM,23 mins 38 secs,6.00,2.00,2.00,2.00,0.00,0.00
5205,Finished,12 March 2024  12:57 PM,12 March 2024  1:01 PM,4 mins 13 secs,4.00,0.00,2.00,2.00,0.00,0.00
5211,Finished,12 March 2024  1:03 PM,12 March 2024  1:06 PM,3 mins 27 secs,0.00,0.00,0.00,0.00,0.00,0.00
5211,Finished,12 March 2024  5:12 PM,12 March 2024  5:21 PM,9 mins 2 secs,4.00,2.00,0.00,2.00,0.00,0.00
5209,Finished,12 March 2024  8:18 PM,12 March 2024  8:25 PM,7 mins 34 secs,0.00,0.00,0.00,0.00,0.00,0.00
5203,Finished,12 March 2024  8:45 PM,12 March 2024  8:46 PM,1 min 27 secs,4.00,0.00,2.00,2.00,0.00,0.00
5209,Finished,12 March 2024  10:35 PM,12 March 2024  10:35 PM,55 secs,4.00,0.00,2.00,2.00,0.00,0.00
5318,Finished,13 March 2024  10:47 AM,13 March 2024  10:58 AM,10 mins 40 secs,2.00,0.00,0.00,2.00,-,0.00
5213,Finished,13 March 2024  11:15 AM,13 March 2024  11:33 AM,18 mins 33 secs,2.00,0.00,2.00,0.00,0.00,0.00
5210,Finished,13 March 2024  11:35 AM,13 March 2024  12:21 PM,45 mins 21 secs,2.00,0.00,2.00,0.00,0.00,0.00
5264,Finished,13 March 2024  12:18 PM,13 March 2024  12:25 PM,6 mins 36 secs,0.00,0.00,0.00,0.00,0.00,0.00
5318,Finished,13 March 2024  12:58 PM,13 March 2024  12:59 PM,1 min 17 secs,2.00,0.00,2.00,0.00,0.00,0.00
5209,Finished,13 March 2024  1:35 PM,13 March 2024  1:36 PM,1 min 6 secs,6.00,0.00,2.00,2.00,0.00,2.00
5213,Finished,13 March 2024  1:40 PM,13 March 2024  1:44 PM,3 mins 57 secs,6.00,0.00,2.00,2.00,0.00,2.00
5210,Finished,13 March 2024  3:00 PM,13 March 2024  3:05 PM,5 mins 15 secs,2.00,0.00,2.00,0.00,0.00,0.00
5264,Finished,13 March 2024  4:02 PM,13 March 2024  4:20 PM,18 mins 13 secs,4.00,0.00,2.00,2.00,0.00,0.00
5318,Finished,13 March 2024  5:28 PM,13 March 2024  5:34 PM,5 mins 45 secs,4.00,0.00,2.00,2.00,0.00,0.00
5210,Finished,13 March 2024  5:31 PM,13 March 2024  5:46 PM,15 mins 3 secs,4.00,0.00,2.00,0.00,-,2.00
5262,Finished,13 March 2024  9:00 PM,13 March 2024  9:06 PM,6 mins 28 secs,6.00,2.00,0.00,2.00,0.00,2.00
5212,Finished,14 March 2024  10:06 AM,14 March 2024  10:07 AM,49 secs,8.00,2.00,2.00,2.00,-,2.00
5225,Finished,14 March 2024  11:42 AM,14 March 2024  11:43 AM,57 secs,2.00,0.00,2.00,0.00,0.00,0.00
5236,Finished,14 March 2024  2:36 PM,14 March 2024  2:52 PM,15 mins 39 secs,4.00,0.00,2.00,2.00,0.00,0.00
5214,Finished,14 March 2024  2:51 PM,14 March 2024  2:53 PM,1 min 12 secs,4.00,0.00,2.00,2.00,0.00,0.00
5217,Finished,14 March 2024  3:41 PM,14 March 2024  3:44 PM,2 mins 47 secs,8.00,2.00,2.00,2.00,2.00,0.00
5225,Finished,14 March 2024  4:30 PM,14 March 2024  4:31 PM,53 secs,0.00,0.00,0.00,0.00,0.00,0.00
5249,Finished,14 March 2024  5:36 PM,14 March 2024  5:50 PM,14 mins 27 secs,4.00,0.00,2.00,2.00,0.00,0.00
5214,Finished,14 March 2024  5:52 PM,14 March 2024  5:53 PM,1 min 5 secs,6.00,2.00,2.00,2.00,0.00,0.00
5229,Finished,14 March 2024  10:46 PM,14 March 2024  11:14 PM,27 mins 33 secs,6.00,0.00,2.00,2.00,2.00,0.00
5238,Finished,15 March 2024  8:54 AM,15 March 2024  9:03 AM,8 mins 43 secs,4.00,0.00,2.00,2.00,0.00,0.00
5293,Finished,15 March 2024  9:49 AM,15 March 2024  10:17 AM,27 mins 53 secs,2.00,0.00,2.00,0.00,0.00,0.00
5215,Finished,15 March 2024  10:37 AM,15 March 2024  11:08 AM,30 mins 31 secs,4.00,0.00,2.00,2.00,0.00,0.00
5216,Finished,15 March 2024  11:58 AM,15 March 2024  12:07 PM,9 mins 27 secs,4.00,0.00,2.00,2.00,0.00,0.00
5687,Finished,15 March 2024  12:10 PM,15 March 2024  12:17 PM,7 mins 28 secs,0.00,0.00,0.00,0.00,0.00,0.00
5239,Finished,15 March 2024  12:57 PM,15 March 2024  1:02 PM,5 mins 27 secs,2.00,0.00,2.00,0.00,0.00,0.00
6120,Finished,15 March 2024  1:26 PM,15 March 2024  1:48 PM,21 mins 31 secs,2.00,0.00,0.00,2.00,0.00,0.00
5225,Finished,15 March 2024  1:31 PM,15 March 2024  1:32 PM,43 secs,2.00,0.00,2.00,0.00,0.00,0.00
5225,Finished,15 March 2024  4:17 PM,15 March 2024  4:18 PM,1 min 6 secs,0.00,0.00,0.00,0.00,0.00,0.00
5234,Finished,15 March 2024  5:13 PM,15 March 2024  5:16 PM,2 mins 30 secs,4.00,0.00,2.00,2.00,0.00,0.00
6120,Finished,15 March 2024  6:20 PM,15 March 2024  6:23 PM,3 mins 14 secs,6.00,0.00,2.00,2.00,0.00,2.00
5687,Finished,15 March 2024  7:11 PM,15 March 2024  7:15 PM,4 mins 39 secs,4.00,0.00,2.00,2.00,0.00,0.00
5225,Finished,15 March 2024  8:49 PM,15 March 2024  8:50 PM,31 secs,4.00,2.00,0.00,0.00,0.00,2.00
5219,Finished,15 March 2024  10:51 PM,15 March 2024  10:54 PM,2 mins 41 secs,2.00,0.00,2.00,0.00,0.00,0.00
5337,Finished,16 March 2024  6:17 AM,16 March 2024  6:18 AM,54 secs,2.00,0.00,0.00,0.00,0.00,2.00
5219,Finished,16 March 2024  8:29 AM,16 March 2024  6:38 PM,10 hours 9 mins,2.00,0.00,2.00,0.00,0.00,0.00
